"title";"reference";"requirements";"hours";"tasks";"activities";"location";"salary";"type";"period";"link"
"115";"Gestor/a de Mantenimiento y Servicios";"51089";"Datos de interés, Grado de Ingeniería Electrónica Industrial y Automática";;"· Supervisión de gestión y recepción de obras y nuevas instalaciones.· Revisión de presupuestos y licitaciones de servicios.· Gestión de servicios y análisis de KPIs.· Gestión de contratos y empresas de servicios · Seguimiento de normativa de salud laboral y prevención de riesgos laborales.· Visitas de inspección a inmuebles, revisiones de obras e inspección de servicios.";"Workplace Solutions";"";"-";"Oferta laboral";"14/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51089.html?locale=es"
"116";"Budgeting & Forecasting intern - Hotelbeds";"51005";"Datos de interés, Inglés, Grado de Ingeniería Electrónica Industrial y Automática, Grado de Matemáticas, Grado de Economía, Grado de Administración de Empresas, Máster Universitario de Análisis de Datos Masivos en Economía y Empresa, Máster Universitario en Ingenería Industrial, Revenue Management, Máster Universitario en Contabilidad y Auditoria";"5";"The Budgeting intern role is to support during the commercial planning process, track the key drivers impacting the bedbank business ambition and communicate to Management the results, providing greater visibility and understanding of trading.Functions:- Support the development of planning models (e.g. next fiscal year, 5 Year Plan) based on the business growth drivers- Assist in tracking the organization's performance against the established ambition- Support the elaboration of ad-hoc reports following requests from other teams, both within and outside Commercial Strategy function- Assist in providing objective analysis that might be challenged by other business functions within the organization- Being able to deal with tight deadlines to give answers regarding performance of specific drivers (e.g. new clients, new hotels)Candidate Profile:- Degree in Business Administration / Economics / Engineering / Mathematics or similar- Excellent analytical, numerical and presentation skills; able to interpret, summarize and present complex data sets from multiple sources clearly and succinctly; strong attention to detail- Methodical and organized mindset- Proactive attitude- Team spirit and attitude, comfortable working in multiple initiatives simultaneously- Very good knowledge of Excel- Very good English skills, both written and spoken (Spanish would be a distinct advantage)Candidate Profile:- Degree in Business Administration / Economics / Engineering / Mathematics or similar- Excellent analytical, numerical and presentation skills; able to interpret, summarize and present complex data sets from multiple sources clearly and succinctly; strong attention to detail- Methodical and organized mindset- Proactive attitude- Team spirit and attitude, comfortable working in multiple initiatives simultaneously- Very good knowledge of Excel- Very good English skills, both written and spoken (Spanish would be a distinct advantage)";"turismo";"Palma";"550";"Prácticas para estudiantes universitarios grado y postgrado";"01/02/2019 - 21/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51005.html?locale=es"
"117";"Prácticas Departamento Marketing Trade";"51245";"Datos de interés, Inglés, Alemán, Grado de Turismo, Doble titulación: grado de administración de empresas y grado de turismo";"5";"Trabajarás en las oficinas corporativas de Grupo Piñero, en el departamento de Marketing Trade de Bahia Principe. Si estudias en el ámbito de Turismo, eres una persona con ganas de aprender, capacidad de trabajo y entusiasta estas pueden ser las prácticas para poder conocer el sector turístico y comenzar en el mundo laboral.Entre tus funciones estarán:- Apoyo a Key Account Europa en aprobación de acciones con Tour Operadores y canales de venta - Mantenimiento de nuestra galería de fotos y material audiovisual- Apoyo en la coordinación y ejecución de anuncios del sector, con el Dpto. de Diseño- Elaboración de ciertos calendarios de promoción, ferias y acciones marketing- Elaboración de sales kit comercial: material gráfico de Bahia Principe";"Turismo";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"01/02/2019 - 31/03/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51245.html?locale=es"
"118";"Prevención y Control de Legionella en Colegios Públicos";"51242";"Datos de interés, Ingeniería técnica agrícola, Licenciatura en ciencias ambientales, Licenciatura en química, Ingeniería técnica industrial, Ingeniería en química, Licenciatura en biología, Grado de Biología, Grado de Química";;"Realizar visitas mensuales a colegios para toma de datos.Evaluación de riesgos.Toma de muestras de agua.Participar en las tareas de desinfección anual de redes.Mantenimiento de la documentación de cada colegio en aplicativo on-line.Toma de datos en planta de hemodiálisis en Hospital.Puntualmente participación en otros trabajos en la isla en cualquier actividad de la empresa.";"Sector ambiental (laboratorio, vigilancia ambiental, legionelosis y calidad del aire)";"Palma";"17500";"Oferta laboral";"14/01/2019 - 13/01/2021";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51242.html?locale=es"
"119";"Prácticas departamento de automatización y control";"51237";"Datos de interés, Grado de Ingeniería Electrónica Industrial y Automática, Grado de Ingeniería Telemática, Inglés";"5";"Apoyo en la ejecución de obras de regulación y control, BMS, sistemas domóticos KNX a nivel de programación, puesta en marcha y buena ejecución de los trabajos, así como la documentación técnica final de obra y trato con el clientes.Hay la posibilidad que el alumno viaje a nivel nacional para aprender in situ la puesta en marcha de las tareas que aprenda a oficina.";"Instal·lacions elèctriques";"Palma";"450,00";"Prácticas para estudiantes universitarios grado y postgrado";"04/02/2019 - 28/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51237.html?locale=es"
"120";"Recursos Humanos";"51228";"Datos de interés, Diplomatura en relaciones laborales, Grado de Relaciones Laborales, Grado de Pedagogía, Licenciatura en pedagogía, Grado de Psicología, Licenciatura en psicología, Licenciatura en psicopedagogía, Máster U. en Gestión de Recursos Humanos. Interv. Psicológica y Pedagógica, Técnico/a Generalista de Recursos Humanos, A3";;"En materia laboral:- Participación en la elaboración de contratos y prórrogas de contratos.- Seguimiento y control del absentismo, vacaciones, IT/AT, vencimientos de contratos e incidencias a nivel laboral.- Colaboración en la definición de procedimientos para la optimización del área laboral de la entidad y la mejora contínua de la misma.- Control de documentación referente a contrataciones y variaciones de contratos.- Asesoramiento en materia laboral a los empleados y resolución de sus dudas.En materia de prevención de riesgos laborales:- Desarrollar los procedimientos en materia de prevención de riesgos laborales.- Planificación vigilancia de la salud anual e inicial del trabajador.- Participación en la evaluación inicial del nuevo puesto y centro de trabajo.- Seguimiento evaluación de riegos del puesto y centro de trabajo.- Gestión documental en materia de Prevención de Riesgos Laborales.- Supervisión de la planificación de la actividad preventiva.En materia de planificación de personal:- Participación en la acogida al nuevo profesional.- Participación en la planificación del plan de formación inicial teórico-práctico del nuevo profesional.- Planificación de vacaciones anuales, sustitución de absentismos, bajas por contingencias comunes, accidentes de trabajo, enfermedades, permisos retribuidos y eventualidades.En materia de calidad:- Actualización y seguimiento de documentación de descripción de puesto de trabajo y organigramas conjuntamente con el área de I+D.- Velar por el correcto cumplimiento de las políticas y procedimientos de la compañía en el centro de trabajo.";"Atenció a persones amb discapacitat intel·lectual i menors en situació de protecció";"Palma";"21.000";"Oferta laboral";"14/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51228.html?locale=es"
"121";"IMEB - CREC";"51131";"Datos de interés, Grado de Biología, Grado de Bioquímica";"4";"Colaborar y apoyar en:El área de docencia en actividades de refuerzo escolar para alumnos de ESO, en materias vinculadas a la titulación a la cual acceden (matemáticas, física, etc.)Participación en actividades de apoyo y técnicas de estudio.Apoyo a actividades de atención e información en temas educativos.";"Departament d'Educació de l'Ajuntament de Calvià";"Calvià";"360";"Prácticas para estudiantes universitarios grado y postgrado";"21/01/2019 - 30/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51131.html?locale=es"
"122";"IMEB - CREC";"51130";"Datos de interés, Grado de Lengua y Literatura Catalanas, Grado de Lengua y Literatura Españolas, Grado de Historia del Arte, Grado de Filosofía";"4";"Colaborar y apoyar en:El área de docencia en actividades de refuerzo escolar a alumnos de ESO en materias vinculadas a la titulación a la cual acceden (inglés, castellano, catalán, etc)Participación en actividades de apoyo en técnicas de estudio.Apoyo a actividades de atención e información en temas educativos.";"Departament d'Educació de l'Ajuntament de Calvià";"Calvià";"360";"Prácticas para estudiantes universitarios grado y postgrado";"01/02/2019 - 30/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51130.html?locale=es"
"123";"IMEB - CREC";"51129";"Datos de interés, Grado de Pedagogía";"4";"Colaborar en la elaboración de materiales de apoyo educativo de acuerdo con las necesidades educativas de los usuarios del servicio, incluso en formatos digitales, por lo tanto, utilizando tecnología educativa específica.Colaborar en la selección y diseño de contenidos educativos de acuerdo con las necesidades educativas de los usuarios del servicio.Colaborar con el tutor del centro asignado en tareas de planificación del trabajo de los alumnos usuarios del servicio con necesidades específicas de apoyo educativo.Colaborar con el profesorado del centro en la realización del seguimiento de las tareas académicas de los usuarios del servicio.Colaborar en las tareas ordinarias de organización y funcionamiento del centro de refuerzo.Colaborar en la supervisión de las aulas de estudio, principalmente a los alumnos con necesidad específica de apoyo educativo.";"Departament d'Educació de l'Ajuntament de Calvià";"Calvià";"360";"Prácticas para estudiantes universitarios grado y postgrado";"01/02/2019 - 30/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51129.html?locale=es"
"124";"Prácticas dpto. de producción";"51069";"Datos de interés, Inglés, Grado de Ingeniería Electrónica Industrial y Automática, Industria Náutica: Ingeniería, Proyectos y Reparaciones, Máster Universitario en Ingenería Industrial, Microsoft Excel";"5";"-Asistencia en la planificación y control de los proyectos de Pintura y andamiaje de Superyates.-Elaboración de reportes semanales del desarrollo de la producción a través de indicadores.-Asistencia en el desarrollo de la APP ?Prontoforms? y gestión de la misma.-Asistencia al departamento de control de producción en general.";"Industria Naval. Mantenimiento de grandes embarcaciones.";"Palma";"520";"Prácticas para estudiantes universitarios grado y postgrado";"21/01/2019 - 31/05/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51069.html?locale=es"
"125";"Departamento administración y RRHH";"50936";"Datos de interés, Grado de Economía, Grado de Administración de Empresas, Doble titulación: grado de economia y grado de turismo, Doble titulación: grado de administración de empresas y grado de turismo";"5";"- Colaborar en las tareas de gestión y contabilización de facturas.- Cuentas a cobrar y pagar.- Cuadros contables y bancos.- Colaborar en el departamento personal en contratación y gestión de nóminas.- Ayudar en el control de presencia.- Archivo.";"HOTELERIA 5 ESTRELLAS";"Andratx";"450";"Prácticas para estudiantes universitarios grado y postgrado";"22/01/2019 - 28/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50936.html?locale=es"
